Datum,M,L,C,KD,S,V,MP,SD,FI
2015-08-26,22.9,5,6.9,3.5,26.1,6.7,6.6,19.5,2
2015-08-27,22.9,5,6.9,3.5,26.1,6.7,6.6,19.5,2
2015-08-28,22.9,5,6.9,3.4,26.1,6.7,6.5,19.5,2
2015-08-29,22.9,5,7,3.4,26.1,6.7,6.5,19.5,2
2015-08-30,22.8,5,7,3.4,26.1,6.7,6.5,19.5,2
2015-08-31,22.8,5,7,3.4,26.1,6.7,6.5,19.5,2
2015-09-01,22.8,5,7,3.5,26.1,6.7,6.5,19.6,2
2015-09-02,22.8,5,7,3.5,26.1,6.7,6.5,19.6,2.1
2015-09-03,22.8,5,7,3.4,26.1,6.7,6.5,19.6,2.1
2015-09-04,22.8,5,7,3.4,26.1,6.7,6.5,19.6,2.1
2015-09-05,22.8,5,7,3.4,26.1,6.7,6.5,19.6,2.1
2015-09-06,22.8,5,7,3.4,26.1,6.7,6.5,19.6,2.1
2015-09-07,22.8,5,7,3.4,26.1,6.7,6.5,19.5,2.2
2015-09-08,22.8,5,7.1,3.4,26,6.7,6.5,19.5,2.2
2015-09-09,22.8,5,7.1,3.4,26,6.7,6.5,19.5,2.3
2015-09-10,22.8,5,7.1,3.5,26,6.7,6.4,19.5,2.3
2015-09-11,22.8,5,7.1,3.5,26,6.7,6.4,19.5,2.3
2015-09-12,22.8,5,7.1,3.5,26,6.7,6.4,19.5,2.3
2015-09-13,22.8,5,7.1,3.5,26,6.7,6.4,19.5,2.3
2015-09-14,22.8,5,7.1,3.5,26,6.7,6.4,19.5,2.4
2015-09-15,22.8,5.1,7.1,3.5,26,6.6,6.4,19.5,2.4
2015-09-16,22.7,5.1,7.1,3.5,26,6.6,6.4,19.5,2.4
2015-09-17,22.7,5.1,7.1,3.5,26.1,6.6,6.4,19.6,2.4
2015-09-18,22.7,5.1,7.1,3.5,26.1,6.6,6.4,19.6,2.4
2015-09-19,22.7,5.1,7.2,3.5,26.1,6.6,6.4,19.6,2.4
2015-09-20,22.7,5.1,7.2,3.5,26.1,6.6,6.4,19.6,2.4
2015-09-21,22.6,5.1,7.2,3.5,26.1,6.6,6.4,19.6,2.5
2015-09-22,22.6,5.1,7.2,3.6,26.1,6.5,6.4,19.6,2.5
2015-09-23,22.6,5.1,7.2,3.6,26.1,6.5,6.4,19.6,2.5
2015-09-24,22.6,5.1,7.2,3.6,26.1,6.5,6.4,19.6,2.5
2015-09-25,22.6,5.1,7.2,3.6,26.1,6.5,6.4,19.5,2.5
2015-09-26,22.6,5.1,7.2,3.6,26.1,6.5,6.4,19.5,2.5
2015-09-27,22.6,5.1,7.3,3.6,26.1,6.5,6.4,19.5,2.5
2015-09-28,22.6,5.1,7.3,3.6,26.1,6.5,6.4,19.5,2.5
2015-09-29,22.5,5.1,7.3,3.6,26.1,6.5,6.4,19.5,2.5
2015-09-30,22.5,5.1,7.3,3.6,26.1,6.5,6.4,19.5,2.5
2015-10-01,22.5,5.1,7.3,3.6,26.1,6.5,6.4,19.5,2.5
2015-10-02,22.5,5.1,7.3,3.6,26.1,6.5,6.4,19.5,2.5
2015-10-03,22.5,5.1,7.3,3.6,26.1,6.5,6.4,19.5,2.5
2015-10-04,22.5,5.1,7.3,3.6,26.1,6.5,6.4,19.5,2.5
2015-10-05,22.5,5.1,7.3,3.6,26,6.5,6.5,19.5,2.5
2015-10-06,22.5,5.1,7.3,3.6,26,6.5,6.5,19.5,2.5
2015-10-07,22.5,5.1,7.3,3.6,26,6.5,6.5,19.5,2.5
2015-10-08,22.5,5.1,7.3,3.6,26,6.5,6.5,19.5,2.5
2015-10-09,22.5,5.1,7.3,3.7,25.9,6.5,6.5,19.5,2.5
2015-10-10,22.5,5.1,7.3,3.7,25.9,6.5,6.5,19.5,2.5
2015-10-11,22.5,5.2,7.3,3.7,25.9,6.5,6.5,19.5,2.5
2015-10-12,22.6,5.2,7.3,3.7,25.9,6.5,6.5,19.5,2.5
2015-10-13,22.6,5.2,7.3,3.7,25.9,6.5,6.4,19.5,2.5
2015-10-14,22.6,5.2,7.3,3.6,25.9,6.5,6.4,19.5,2.5
2015-10-15,22.6,5.2,7.3,3.7,25.9,6.5,6.4,19.5,2.5
2015-10-16,22.6,5.2,7.3,3.7,25.8,6.5,6.4,19.5,2.5
2015-10-17,22.6,5.2,7.3,3.7,25.8,6.5,6.4,19.5,2.5
2015-10-18,22.7,5.2,7.3,3.7,25.8,6.5,6.4,19.5,2.5
2015-10-19,22.7,5.3,7.3,3.7,25.8,6.5,6.4,19.6,2.5
2015-10-20,22.7,5.3,7.2,3.7,25.8,6.4,6.4,19.6,2.5
2015-10-21,22.7,5.3,7.2,3.7,25.8,6.4,6.4,19.6,2.5
2015-10-22,22.7,5.3,7.2,3.7,25.8,6.4,6.4,19.6,2.4
2015-10-23,22.7,5.3,7.2,3.7,25.8,6.4,6.4,19.6,2.4
2015-10-24,22.7,5.3,7.2,3.7,25.8,6.4,6.4,19.6,2.4
2015-10-25,22.7,5.3,7.2,3.7,25.8,6.4,6.4,19.7,2.4
2015-10-26,22.7,5.3,7.2,3.7,25.8,6.4,6.4,19.7,2.4
2015-10-27,22.6,5.3,7.2,3.7,25.8,6.3,6.4,19.7,2.3
2015-10-28,22.6,5.4,7.2,3.7,25.7,6.3,6.4,19.8,2.3
2015-10-29,22.6,5.4,7.2,3.7,25.7,6.3,6.4,19.8,2.3
2015-10-30,22.6,5.4,7.2,3.7,25.7,6.3,6.4,19.8,2.3
2015-10-31,22.6,5.4,7.1,3.8,25.7,6.3,6.4,19.8,2.3
2015-11-01,22.6,5.4,7.1,3.8,25.7,6.3,6.4,19.8,2.3
2015-11-02,22.6,5.4,7.1,3.8,25.7,6.3,6.4,19.9,2.3
2015-11-03,22.6,5.5,7.1,3.8,25.7,6.3,6.4,19.9,2.2
2015-11-04,22.5,5.5,7.1,3.8,25.7,6.3,6.3,19.9,2.2
2015-11-05,22.5,5.5,7.1,3.8,25.7,6.3,6.3,19.9,2.2
2015-11-06,22.5,5.5,7.1,3.8,25.7,6.3,6.3,20,2.2
2015-11-07,22.5,5.5,7.1,3.8,25.7,6.3,6.3,20,2.2
2015-11-08,22.5,5.5,7.1,3.8,25.6,6.3,6.3,20,2.2
2015-11-09,22.5,5.5,7.1,3.8,25.6,6.4,6.3,20.1,2.2
2015-11-10,22.5,5.5,7.1,3.8,25.6,6.4,6.3,20.1,2.1
2015-11-11,22.5,5.5,7.1,3.8,25.6,6.4,6.3,20.1,2.1
2015-11-12,22.5,5.5,7.1,3.7,25.5,6.4,6.3,20.1,2.1
2015-11-13,22.5,5.5,7.1,3.7,25.5,6.4,6.2,20.2,2.1
2015-11-14,22.5,5.5,7.1,3.7,25.5,6.4,6.2,20.2,2.1
2015-11-15,22.5,5.5,7.1,3.7,25.5,6.5,6.2,20.2,2.1
2015-11-16,22.5,5.6,7.1,3.7,25.4,6.5,6.2,20.2,2
2015-11-17,22.5,5.6,7.1,3.7,25.4,6.5,6.2,20.3,2
2015-11-18,22.5,5.6,7.1,3.6,25.4,6.5,6.2,20.3,2
2015-11-19,22.5,5.6,7.1,3.6,25.3,6.5,6.2,20.3,2
2015-11-20,22.5,5.6,7.1,3.6,25.3,6.5,6.2,20.3,1.9
2015-11-21,22.5,5.6,7.1,3.6,25.3,6.6,6.1,20.3,1.9
2015-11-22,22.5,5.6,7.1,3.6,25.2,6.6,6.1,20.4,1.9
2015-11-23,22.6,5.6,7.1,3.6,25.2,6.6,6.1,20.4,2
2015-11-24,22.6,5.7,7.1,3.6,25.2,6.6,6.1,20.4,2
2015-11-25,22.6,5.7,7.1,3.6,25.2,6.6,6.1,20.4,2
2015-11-26,22.6,5.7,7.1,3.5,25.1,6.7,6.1,20.4,2
2015-11-27,22.6,5.7,7.1,3.5,25.1,6.7,6,20.4,2
2015-11-28,22.6,5.7,7.1,3.5,25.1,6.7,6,20.4,2
2015-11-29,22.6,5.7,7.2,3.5,25.1,6.8,6,20.4,2
2015-11-30,22.6,5.7,7.2,3.5,25,6.8,6,20.4,2
2015-12-01,22.6,5.7,7.2,3.5,25,6.8,6,20.4,2.1
2015-12-02,22.6,5.7,7.2,3.5,25,6.8,5.9,20.4,2.1
2015-12-03,22.6,5.7,7.2,3.4,25,6.9,5.9,20.4,2.1
2015-12-04,22.6,5.8,7.2,3.4,24.9,6.9,5.9,20.4,2.1
2015-12-05,22.6,5.8,7.2,3.4,24.9,7,5.9,20.4,2.1
2015-12-06,22.6,5.8,7.2,3.4,24.9,7,5.9,20.4,2.1
2015-12-07,22.6,5.8,7.2,3.4,24.9,6.9,5.9,20.4,2.1
